cosine_t0,cosine_t_mult,decay_rate,horizontal_flip,lora,lora_dropout,lora_rank,lr,onecycle_div_factor,onecycle_final_div_factor,onecycle_pct_start,patience_epochs,poly_power,random_rotate,sched,step_size,vertical_flip,weight_decay,num_samples,default_resolution,num_channels,num_classes,dataset,cost,epoch_0_iou,epoch_1_iou,epoch_2_iou,epoch_3_iou,epoch_4_iou,epoch_5_iou,epoch_6_iou,epoch_7_iou,epoch_8_iou,epoch_9_iou
2,1,0.8,1,1,0.0,8,0.0004,80,20,0.06,2,0.5,1,onecycle,5,0,0.0,633,"(464, 449)",3,3,US,156.1885323524475,0.8197179138660431,0.8604694962501526,0.83735893368721,0.8792766809463501,0.8818358540534973,0.8928896963596344,0.8984353721141816,0.9004910945892334,0.9034622102975846,0.9028073847293854
3,2,0.5,0,1,0.1,8,0.003,15,80,0.05,1,1.0,1,poly,5,1,0.0,898,"(900, 1600)",3,0,golf,140.00725650787354,0.0,2.9517404755097232e-05,0.008793414202955319,3.0868388421367856e-06,0.0004289692995371297,0.00018829842665581963,1.6925789986999006e-05,0.04036099170334637,0.08850608243756142,0.14782103314064443
5,1,0.1,0,0,0.0,4,0.00055,15,40,0.03,0,0.9,1,cosine_warm,3,1,1e-05,14164,"(600, 400)",3,12,human_parsing,198.59587597846985,0.8022787183523178,0.7933115661144257,0.8274527460336685,0.8568197786808014,0.860640349984169,0.8129406780004501,0.8225766062736511,0.8373271524906158,0.8415552288293838,0.8454345107078552
5,1,0.8,1,1,0.0,16,6e-05,50,80,0.045,2,0.9,0,cosine_warm,5,1,0.0001,489,"(288, 384)",3,1,polyp,117.73217487335205,0.7948940746486187,0.796397389518097,0.7970839578658342,0.8042140234261751,0.8078332781791687,0.8065485198050737,0.7911860687658191,0.8137385934591294,0.8159628249704838,0.8168600060045719
2,1,0.5,0,0,0.0,8,2e-05,10,1000,0.03,2,1.0,1,poly,5,1,5e-05,470,"(1600, 1200)",3,1,leaf,110.4433274269104,0.5405180618166924,0.5677113436162472,0.5801342364400626,0.5631699905730784,0.6037738032639026,0.5997776258736849,0.607315669208765,0.6037633419036865,0.6140456393361091,0.6123139537870884
2,2,0.8,0,1,0.0,4,1e-05,10,20,0.045,2,0.9,0,cosine,3,1,0.0001,524,"(1232, 1624)",3,1,eyes,155.55164790153503,0.1499348606914282,0.2762465501204133,0.2649273257702589,0.31065919026732447,0.30054257437586784,0.3262921780347824,0.31244275271892546,0.3233404949307442,0.31990722976624963,0.3250087592750788
3,1,0.8,1,1,0.1,4,1.2e-05,30,320,0.075,0,0.5,1,cosine_warm,5,0,0.0001,6464,"(480, 854)",3,9,cholec,155.43360042572021,0.18501157220453024,0.17779824752360582,0.1822793299332261,0.1908536832779646,0.19039232209324836,0.19138702116906642,0.19472117815166712,0.19517529774457215,0.20010762345045804,0.20241937078535557
5,2,0.5,0,1,0.1,8,0.0008,25,320,0.065,1,0.5,1,step,5,1,0.0001,524,"(1232, 1624)",3,1,eyes,158.92746257781982,0.20047986507415771,0.26349878441542385,0.24029747173190116,0.27958696968853475,0.26790727525949476,0.3175544150173664,0.29123727306723596,0.3169565737247467,0.316190542280674,0.34364782124757765
3,1,0.5,1,0,0.0,8,0.001,65,80,0.09,2,0.9,1,plateau,3,1,0.0001,6321,"(374, 280)",1,1,fiber,110.80945873260498,0.1989902913570404,0.14522320069372655,0.24939170926809312,0.26664352864027024,0.2504099287092686,0.27494931071996687,0.27675753757357596,0.28159265369176867,0.27913602218031885,0.2914233148097992
2,2,0.5,0,0,0.0,16,0.004,100,40,0.1,1,1.0,0,onecycle,5,1,0.0001,898,"(900, 1600)",3,0,golf,122.34979033470154,0.0,0.01853812495683087,0.059568626526743176,0.036261298973113296,0.052719328668899834,0.0655958446674049,0.0595120950601995,0.06753596756607294,0.08573875986039639,0.09666554909199476
5,2,0.1,1,1,0.1,8,0.002,80,20,0.045,0,0.5,0,step,5,1,5e-05,6321,"(374, 280)",1,1,fiber,127.37574100494385,0.0,0.00026525554712861774,0.014553741179406643,0.0,0.05068415654823184,0.03860748428851366,0.038438082626089456,0.04152840697206557,0.05171017702668905,0.06502624144777655
3,1,0.8,1,0,0.0,16,6e-05,15,160,0.095,0,0.5,0,step,5,0,5e-05,14164,"(600, 400)",3,12,human_parsing,193.163729429245,0.8592954307794571,0.8557552307844162,0.8583980709314346,0.8691050559282303,0.8722788244485855,0.8730311751365661,0.8699002474546432,0.8622247010469437,0.8745909929275513,0.8674535572528839
5,1,0.5,1,1,0.1,16,0.0008,20,160,0.07,1,1.0,0,step,3,1,5e-05,633,"(464, 449)",3,3,US,154.23072385787964,0.7222642451524734,0.813579997420311,0.8369486004114151,0.8566040307283401,0.8767184853553772,0.8636512607336044,0.8832851737737656,0.8888594627380371,0.8759268790483474,0.894242650270462
3,2,0.5,1,0,0.1,4,0.0015,50,40,0.055,1,0.9,1,plateau,5,0,0.0,524,"(1232, 1624)",3,1,eyes,140.75500798225403,0.2483416683971882,0.22241826318204402,0.22996499240398408,0.2998339725658298,0.27936813421547413,0.24548722095787526,0.2861480751074851,0.2716146757826209,0.30927043333649634,0.32869563698768617
3,2,0.5,0,0,0.0,8,0.0008,25,1000,0.05,0,1.0,0,onecycle,5,0,5e-05,480,"(1080, 1920)",3,3,terrain,169.57327890396118,3.390830556782021e-07,0.40837440341711045,0.3512236811220646,0.4493393421173096,0.41006275191903113,0.45442285388708115,0.4618132062256336,0.4838880054652691,0.4560472913086414,0.45906048342585565
5,1,0.8,1,0,0.1,4,0.001,20,1000,0.065,1,0.9,0,cosine_warm,5,0,1e-05,524,"(1232, 1624)",3,1,eyes,139.22265648841858,0.25775423347949983,0.3126716986298561,0.2315097155980766,0.32961517944931984,0.34247300699353217,0.3099256854504347,0.30679796673357485,0.31207058429718015,0.3482332851737738,0.3601157791912556
2,2,0.8,1,1,0.0,8,6.5e-05,25,640,0.065,2,1.0,0,cosine,5,1,0.0,6464,"(480, 854)",3,9,cholec,153.5774347782135,0.1596978098154068,0.2058005966246128,0.20975744239985944,0.21230466812849044,0.22958777323365212,0.2302474431693554,0.2378852427005768,0.23214230202138425,0.23221566639840602,0.23588743954896926
3,2,0.8,0,0,0.1,16,6e-05,15,320,0.075,0,1.0,1,poly,3,1,5e-05,109,"(1500, 1500)",3,1,building,165.8129379749298,0.31436206251382826,0.3507063455879688,0.3486375391483307,0.378115626424551,0.3896078810095787,0.38583525121212003,0.3744329333305359,0.3911093011498451,0.39564442858099935,0.3977393299341202
2,1,0.5,0,1,0.0,8,0.0004,20,1000,0.07,0,0.5,1,cosine,3,1,0.0001,6464,"(480, 854)",3,9,cholec,155.14456629753113,0.09989646458998322,0.09883291944861412,0.17906035296618938,0.20082275494933127,0.13813890926539898,0.22044395990669727,0.225292606651783,0.2129022717475891,0.22934252507984637,0.23749498091638088
3,1,0.8,1,1,0.1,16,0.00025,100,640,0.035,2,1.0,0,plateau,3,0,0.0001,14164,"(600, 400)",3,12,human_parsing,210.56296586990356,0.8306466639041901,0.8331296890974045,0.845108014345169,0.834937897324562,0.8462566405534744,0.83971409201622,0.8466729402542115,0.8293298542499542,0.8372694194316864,0.8349354088306427
5,2,0.1,0,1,0.1,16,0.0004,100,20,0.06,1,0.5,1,poly,3,0,0.0,524,"(1232, 1624)",3,1,eyes,158.25658535957336,0.3076984718441963,0.269088301807642,0.36411560997366904,0.3453236103057861,0.3727301605045795,0.3863000847399235,0.34208098128437997,0.3705021679401398,0.36065281741321087,0.3904090777039528
3,2,0.8,1,0,0.0,8,0.0005,10,160,0.095,1,0.9,0,poly,3,0,5e-05,898,"(900, 1600)",3,0,golf,121.91487574577332,0.3021643541753292,0.30222881194204093,0.42941215448081493,0.42980691101402047,0.45654268004000187,0.5040688198059797,0.4628032296895981,0.5364049680531024,0.5200108863413334,0.5237112894654274
3,2,0.5,1,1,0.0,8,0.0015,50,10,0.05,0,0.5,0,plateau,3,0,0.0,633,"(464, 449)",3,3,US,154.45803570747375,0.7134307056665421,0.7300884813070297,0.7660872101783752,0.790989701449871,0.8064782589673996,0.8091509342193604,0.8395884692668915,0.8411895841360092,0.8261340349912644,0.8502478510141372
3,2,0.8,1,0,0.1,4,1e-05,10,10,0.075,2,0.5,1,step,5,1,1e-05,480,"(1080, 1920)",3,3,terrain,169.90342593193054,0.41391379162669184,0.4351276092231274,0.48913444504141806,0.4997357830405235,0.5220435224473476,0.5291537523269654,0.5190394766628742,0.5085844039916992,0.5356589779257774,0.53247050344944
5,1,0.1,0,1,0.0,4,0.00025,10,10,0.08,0,0.5,0,cosine_warm,3,0,1e-05,489,"(288, 384)",3,1,polyp,120.00641369819641,0.7495764926075935,0.8022847183048725,0.7876952882856131,0.7944793405011297,0.8004935825243592,0.7354695040732622,0.783731684833765,0.7997343445196747,0.7971937650814652,0.7987521328032017
2,1,0.1,0,1,0.0,8,0.006,40,160,0.07,1,0.9,0,onecycle,3,1,0.0001,524,"(1232, 1624)",3,1,eyes,156.309068441391,0.10544105130247772,0.2113144828006625,0.23793429881334305,0.18418501392006875,0.2081180326640606,0.19551394358277321,0.20247690062969922,0.21917842281982303,0.21838577864691616,0.21540283858776094
5,1,0.5,1,1,0.1,4,0.002,65,1000,0.045,0,0.9,0,plateau,3,0,5e-05,470,"(1600, 1200)",3,1,leaf,125.95348572731018,0.3192618142813444,0.24089220836758612,0.44543962366878986,0.4938567700330168,0.46927207373082636,0.4455630088981707,0.520398279838264,0.4971869857050478,0.5017212350852788,0.49285819549113513
3,2,0.1,0,0,0.1,8,1e-05,20,80,0.035,0,0.9,0,onecycle,5,0,0.0,14164,"(600, 400)",3,12,human_parsing,192.37369203567505,0.8595246940851211,0.8660068273544311,0.8672625213861466,0.868267884850502,0.8691924393177033,0.8694329738616944,0.8696830570697784,0.8700455009937287,0.8700991213321686,0.870110884308815
2,1,0.8,1,1,0.1,4,0.0015,20,20,0.1,1,0.9,0,step,3,1,0.0001,900,"(767, 1022)",3,1,lesion,138.77431392669678,0.8138742238283158,0.846659368276596,0.8472874939441681,0.8684772402048111,0.8797334790229797,0.8752083748579025,0.8740605145692826,0.8551689475774765,0.8852218478918076,0.8769721031188965
3,1,0.5,0,1,0.0,8,0.003,40,80,0.08,2,0.5,1,onecycle,3,0,0.0001,900,"(767, 1022)",3,1,lesion,139.11603426933289,0.6441054061055184,0.7656838051974774,0.8263583391904831,0.8627397835254669,0.8379564389586449,0.855791163444519,0.8665712535381317,0.8626717671751976,0.8707869678735733,0.8703313440084457
3,2,0.1,1,0,0.1,4,0.001,25,10,0.07,2,1.0,0,plateau,3,0,0.0,489,"(288, 384)",3,1,polyp,102.73776698112488,0.4576187405735254,0.5175474893301726,0.5561720728874207,0.47890809215605257,0.5445748776197433,0.488720764964819,0.6466519325971604,0.6666915111243725,0.6715824350714683,0.6647271111607551
2,2,0.1,1,1,0.1,8,0.006,65,160,0.035,0,0.9,0,plateau,3,0,5e-05,900,"(767, 1022)",3,1,lesion,138.47930264472961,0.29955682922154664,0.5558767842128873,0.5223363503813744,0.5319290313869715,0.5374584052711725,0.537745489180088,0.5378241699188948,0.5378225717693568,0.5378242414444685,0.5378239911049605
2,2,0.5,0,0,0.0,4,2.5e-05,80,1000,0.1,1,0.5,1,step,5,1,0.0,6321,"(374, 280)",1,1,fiber,110.31857323646545,0.15710352100431918,0.1989879086613655,0.20863512083888053,0.22343117594718934,0.2391299620270729,0.24943085983395577,0.25001967400312425,0.23684099614620208,0.24664415195584297,0.2467643678188324
3,1,0.5,1,0,0.0,8,0.007,20,40,0.09,1,1.0,0,step,3,1,0.0001,633,"(464, 449)",3,3,US,138.8752944469452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0.1,1,1,0.1,8,0.0005,20,20,0.08,2,0.5,1,cosine,5,1,0.0,489,"(288, 384)",3,1,polyp,123.74583530426025,0.6860477410256862,0.48806217722594736,0.6811274498701095,0.718653723038733,0.698596678301692,0.736373732984066,0.7330289941281081,0.7672191321849823,0.768716149777174,0.766448487713933
2,2,0.5,0,0,0.0,4,0.0004,20,10,0.085,1,1.0,0,poly,3,1,0.0001,489,"(288, 384)",3,1,polyp,102.76733207702637,0.701796992495656,0.7118917599320411,0.7500945143401623,0.7732561737298965,0.7682253390550613,0.7915920589119196,0.7795282587409019,0.7793372623622418,0.7852853920310736,0.7846635591238738
2,1,0.8,0,0,0.1,8,5e-05,50,320,0.055,1,0.5,0,step,3,0,0.0,6464,"(480, 854)",3,9,cholec,139.0822250843048,0.17001907266676425,0.23880950547754765,0.22242735959589482,0.2432434044778347,0.2505965977907181,0.2594828210771084,0.2593435816466808,0.25150364488363264,0.25546241626143457,0.2631520424038172
2,1,0.5,1,1,0.0,16,0.0001,25,320,0.055,0,0.9,0,cosine,3,1,1e-05,470,"(1600, 1200)",3,1,leaf,125.63090300559998,0.5932882517576218,0.6061042733490467,0.6519928857684135,0.6656652182340622,0.596457763761282,0.6861898913979531,0.6794691935181618,0.6810409352183342,0.6791387617588043,0.6994505137205124
2,2,0.5,0,1,0.0,4,1.5e-05,10,40,0.1,1,0.5,0,onecycle,3,0,5e-05,480,"(1080, 1920)",3,3,terrain,184.42316436767578,0.4814623072743416,0.5248474247753621,0.5381781302392483,0.5411007598042488,0.5259735003113747,0.5380332484841347,0.5323489136993885,0.5314569778740406,0.5317547887563705,0.5310497500002385
3,2,0.8,0,1,0.1,4,6e-05,25,10,0.075,0,1.0,0,plateau,3,0,0.0,6464,"(480, 854)",3,9,cholec,155.54122304916382,0.20570630356669425,0.22830707635730504,0.2510703276842833,0.2457460153847933,0.2353478714823723,0.24246632903814316,0.24394808039069177,0.239148873090744,0.242215770855546,0.24644208364188672
3,2,0.5,1,1,0.0,16,0.0005,30,80,0.065,1,1.0,0,poly,5,0,1e-05,524,"(1232, 1624)",3,1,eyes,155.89686107635498,0.2526295863091946,0.3153177462518215,0.31692002788186074,0.3226447030901909,0.32805021293461323,0.314134518802166,0.3527346275746822,0.3630073361098766,0.3675010710954666,0.36699336394667625
5,1,0.1,0,0,0.1,16,1.5e-05,80,10,0.08,2,0.5,0,onecycle,5,0,0.0,14164,"(600, 400)",3,12,human_parsing,191.33938193321228,0.8595918744802475,0.8673281878232956,0.8679077833890915,0.8700657039880753,0.8711509436368943,0.8710637032985687,0.8716052383184433,0.8717060565948487,0.8716776192188262,0.8717574000358581
5,2,0.1,0,0,0.1,4,1.5e-05,10,160,0.03,1,0.5,0,plateau,5,0,1e-05,14164,"(600, 400)",3,12,human_parsing,192.98589634895325,0.8648730367422104,0.8686710238456726,0.8691400408744812,0.8682974278926849,0.8678974866867065,0.869233962893486,0.8695583403110504,0.8699435770511628,0.8701849639415741,0.8704827338457107
2,2,0.1,1,1,0.1,16,1.2e-05,65,20,0.09,1,0.5,0,plateau,5,1,1e-05,633,"(464, 449)",3,3,US,156.3143925666809,0.8041479647159576,0.8350472718477249,0.8380313038825988,0.851058280467987,0.8503052949905395,0.8517519891262054,0.844213280081749,0.8582401990890502,0.8519587874412536,0.8515278905630111
5,2,0.8,1,1,0.0,8,0.001,65,20,0.035,1,0.9,0,cosine_warm,5,0,1e-05,109,"(1500, 1500)",3,1,building,184.8062822818756,0.18652929775416852,0.2684573791921139,0.35460556149482725,0.37855142876505854,0.38680062890052797,0.35452711433172224,0.3921473629772663,0.39432950094342234,0.4162799514830112,0.3505566522479057
2,2,0.1,0,1,0.1,4,0.002,65,1000,0.03,1,1.0,1,poly,3,1,1e-05,6464,"(480, 854)",3,9,cholec,155.78899788856506,0.006519685039666001,0.10109171699732541,0.09652864634990692,0.10375995505601168,0.11528154760599137,0.14740118496119975,0.12631026282906532,0.14256131649017334,0.15223476756364107,0.1556100219488144
5,2,0.1,1,1,0.1,8,0.00048,10,320,0.09,0,0.5,0,plateau,5,0,0.0,6464,"(480, 854)",3,9,cholec,156.02791333198547,0.14486635867506265,0.16945190411061048,0.17805200722068548,0.16441935375332833,0.20425497367978096,0.21977490074932576,0.2393471386283636,0.23931987956166267,0.23947881646454333,0.23901697844266892
2,2,0.1,0,0,0.1,16,1.5e-05,20,80,0.07,2,0.5,0,poly,5,0,0.0001,480,"(1080, 1920)",3,3,terrain,169.03433084487915,0.4953714430332184,0.5094977214932441,0.5334880016744137,0.5364355042576789,0.5188466537743807,0.5311878070235252,0.5218548946082592,0.5306054733693599,0.523744647949934,0.5241482622921467
3,2,0.5,0,0,0.1,4,6e-05,100,1000,0.035,1,0.5,0,step,5,0,0.0001,524,"(1232, 1624)",3,1,eyes,138.96849703788757,0.3201189212501049,0.3404849894344807,0.30508521012961864,0.3499369017779827,0.3286861404776573,0.3840385928750038,0.3746640644967556,0.38684012815356256,0.3577210530638695,0.37448366209864614
5,2,0.5,1,0,0.0,8,0.002,20,40,0.035,1,0.9,1,plateau,5,0,0.0001,524,"(1232, 1624)",3,1,eyes,142.26782965660095,0.20033783372491598,0.2304356942884624,0.17881173314526677,0.1664502876345068,0.2641339307650924,0.2579804563894868,0.27048461996018885,0.28504083715379236,0.2887918744236231,0.29872230906039476
5,1,0.1,0,0,0.1,16,0.00025,100,80,0.06,2,1.0,0,cosine_warm,5,0,0.0001,6464,"(480, 854)",3,9,cholec,140.35083770751953,0.15834358856081962,0.2435356955975294,0.24473083652555944,0.2453180354088545,0.25502334125339987,0.2234709495678544,0.25532652661204336,0.2479644648730755,0.2616991713643074,0.2634207207709551
5,1,0.8,1,1,0.1,8,0.004,20,10,0.085,0,0.9,0,step,3,1,0.0001,480,"(1080, 1920)",3,3,terrain,185.4137465953827,0.0,0.0,0.25926642268896105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1,0.5,1,0,0.0,4,0.00048,15,80,0.08,1,0.5,1,plateau,5,1,0.0,480,"(1080, 1920)",3,3,terrain,169.68192410469055,0.3388593539595604,0.32169887274503706,0.3416572313755751,0.34281866885721685,0.41632632836699485,0.377663255110383,0.36824248135089876,0.4184823714196682,0.3288882025168277,0.4715798992663622
3,2,0.5,0,1,0.1,8,0.00025,30,320,0.09,2,0.5,0,poly,3,0,5e-05,470,"(1600, 1200)",3,1,leaf,126.78875279426575,0.563406540453434,0.6125646770000458,0.6054213583469391,0.5977966398000717,0.6295036222785712,0.6553106591105461,0.6563318386673928,0.6590499162673951,0.6423936873674393,0.6608156323432922
3,1,0.8,0,0,0.1,8,2e-05,10,20,0.06,0,0.5,1,plateau,5,1,0.0001,898,"(900, 1600)",3,0,golf,123.87027764320374,0.4529079858213663,0.5637477014213801,0.6021152015775442,0.6040345095098019,0.6205623887479306,0.6195663549005985,0.617705212906003,0.6201573699712754,0.6306144595146179,0.6216874964535236
2,1,0.5,0,1,0.1,16,6e-05,80,10,0.1,0,0.5,0,onecycle,3,0,0.0,6464,"(480, 854)",3,9,cholec,156.05696272850037,0.22016517780721187,0.2411588193848729,0.2525603249669075,0.2588688023388386,0.24307951033115388,0.25131682902574537,0.25448072217404843,0.2487224217504263,0.2497153624892235,0.24946143180131913
2,2,0.5,1,0,0.0,8,0.00055,40,10,0.035,0,0.5,0,poly,5,1,5e-05,14164,"(600, 400)",3,12,human_parsing,194.55457997322083,0.7819648057222366,0.7975608348846436,0.7722469598054886,0.8163449734449386,0.7518731474876403,0.8349404841661453,0.8355487257242202,0.8419237762689591,0.8435622453689575,0.8454881817102432
2,1,0.8,1,0,0.1,4,0.00012,100,320,0.1,1,1.0,0,plateau,5,0,5e-05,524,"(1232, 1624)",3,1,eyes,138.9420623779297,0.3067485973238945,0.32662067338824274,0.34357836842536926,0.36391691491007805,0.36696225181221964,0.36149267107248306,0.3508114218711853,0.36390827894210814,0.3793135233223438,0.36508388742804526
2,2,0.1,0,0,0.1,16,0.001,80,40,0.035,1,1.0,1,plateau,5,1,0.0,489,"(288, 384)",3,1,polyp,101.57419300079346,0.4797570876777172,0.37852893993258474,0.46895399075001476,0.6200809523463249,0.6428590506315232,0.6673301950097084,0.6606817863881588,0.6768551424145699,0.6912165224552155,0.6880170285701752
3,1,0.8,0,0,0.1,4,0.007,65,320,0.05,1,1.0,0,onecycle,3,1,1e-05,109,"(1500, 1500)",3,1,building,163.5900411605835,0.12413926683366298,0.2449178397655487,0.17891879044473172,0.18219065852463245,0.24185883738100528,0.20997817777097225,0.24157134145498277,0.24499436542391778,0.2283410519361496,0.22488247863948346
5,2,0.8,1,0,0.1,4,0.00018,25,20,0.065,2,0.5,1,cosine,3,1,1e-05,14164,"(600, 400)",3,12,human_parsing,193.50125765800476,0.8414402872323989,0.8580927610397339,0.8579004764556885,0.8635943859815598,0.8665021866559982,0.8715889304876328,0.8656108736991882,0.8638688206672669,0.8608304232358932,0.8607381880283356
3,1,0.1,0,0,0.0,16,0.004,25,10,0.08,0,1.0,1,poly,5,0,0.0001,6321,"(374, 280)",1,1,fiber,109.12616896629333,1.178272650577128e-05,0.0019505075710185339,0.06323531372472643,0.005647334241803037,0.05955921672284603,0.024601947830524294,0.06222680639475584,0.04930168399587274,0.058166470285505055,0.05847646342590451
3,1,0.5,0,0,0.1,8,0.00012,100,40,0.045,2,0.9,1,plateau,3,0,0.0001,14164,"(600, 400)",3,12,human_parsing,192.73137521743774,0.8482165843248367,0.8571493178606033,0.8570928603410721,0.8627460241317749,0.8576293557882309,0.8642162591218948,0.8687911361455918,0.8622147351503372,0.8644292682409287,0.8648922830820084
3,1,0.1,1,1,0.1,16,0.0015,40,1000,0.075,1,0.9,1,onecycle,5,1,5e-05,633,"(464, 449)",3,3,US,157.86912417411804,0.22009474858641626,0.7239322334527969,0.7418548226356506,0.7793738394975662,0.8220541536808014,0.819509944319725,0.8244751572608948,0.8395362138748169,0.8420103669166565,0.8418544590473175
5,2,0.1,0,0,0.1,4,1e-05,10,640,0.065,2,1.0,1,plateau,3,0,5e-05,109,"(1500, 1500)",3,1,building,164.9361617565155,0.14635713879251852,0.28983565606176853,0.30216693244874476,0.3288142912089825,0.34560795947909356,0.3593816369771957,0.3677726715803146,0.36822018548846247,0.37434749975800513,0.37981687411665915
2,2,0.1,1,0,0.1,8,0.0004,25,640,0.03,0,0.9,1,poly,5,1,0.0001,470,"(1600, 1200)",3,1,leaf,105.74737858772278,0.5427717067301273,0.5512115643359721,0.600680360198021,0.6175645843148232,0.630349101126194,0.6350891716778279,0.6645716406404972,0.6737944319844246,0.6776710152626038,0.686502180993557
3,2,0.5,1,1,0.0,16,0.007,65,40,0.09,2,0.9,1,onecycle,5,1,0.0001,470,"(1600, 1200)",3,1,leaf,128.75147008895874,0.26802591178566215,0.2875175947323442,0.17634699810296298,0.2235149685293436,0.1795388742815703,0.24312259117141366,0.26405426356941464,0.25055023320019243,0.2687753438949585,0.259141609352082
2,1,0.1,1,1,0.0,4,1.2e-05,40,20,0.045,2,0.5,1,plateau,5,0,1e-05,633,"(464, 449)",3,3,US,156.5987994670868,0.8140508979558945,0.8342232048511505,0.8419912248849869,0.8442737609148026,0.8586901932954788,0.8461034804582596,0.8573396444320679,0.8624473690986634,0.8561196953058243,0.8477360904216766
3,2,0.8,0,0,0.0,8,2e-05,15,640,0.065,0,1.0,1,plateau,3,1,0.0001,6464,"(480, 854)",3,9,cholec,141.37400889396667,0.18628739099949598,0.19288334101438523,0.18626529090106486,0.19681074526160955,0.20901515576988458,0.20253993794322014,0.1980063993483782,0.20673122629523277,0.20847175046801567,0.20481275022029877
3,1,0.1,0,1,0.1,8,0.0005,40,80,0.03,1,1.0,0,poly,5,1,5e-05,14164,"(600, 400)",3,12,human_parsing,212.9650092124939,0.8141795694828033,0.8199277222156525,0.83756782412529,0.843110129237175,0.8500064373016357,0.8419864237308502,0.8505111843347549,0.8501135617494583,0.8526806771755219,0.8540132969617844
5,2,0.8,0,0,0.1,16,0.0005,15,160,0.055,0,0.9,1,poly,3,0,5e-05,524,"(1232, 1624)",3,1,eyes,140.92330861091614,0.31454948857426646,0.3159479580819607,0.34391767531633377,0.34581236243247987,0.36382008865475657,0.3739312134683132,0.3787743367254734,0.3604915887117386,0.37184098213911054,0.37640762478113177
2,1,0.8,1,0,0.0,16,0.005,80,320,0.1,2,1.0,1,poly,3,0,1e-05,109,"(1500, 1500)",3,1,building,165.06479668617249,0.1535650173202157,0.14024561550468206,0.14217550978064536,0.21988569237291813,0.23733383491635324,0.2216324657201767,0.2245175328105688,0.22630849108099937,0.22056876718997956,0.23538192808628083
2,1,0.5,1,0,0.0,8,6e-05,25,80,0.095,2,1.0,1,cosine_warm,3,1,0.0,6464,"(480, 854)",3,9,cholec,140.23340916633606,0.21348861567676067,0.19331324175000192,0.16006767563521862,0.19431975279003383,0.1949180278927088,0.20554737336933612,0.18063147701323032,0.2111239679157734,0.21905986405909061,0.2118932120501995
3,1,0.8,1,0,0.0,16,0.007,10,20,0.1,2,0.9,1,plateau,5,0,0.0,480,"(1080, 1920)",3,3,terrain,170.56678891181946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.5,1,1,0.0,4,0.001,80,320,0.085,1,1.0,1,plateau,3,0,1e-05,109,"(1500, 1500)",3,1,building,188.82608914375305,0.2829271135229646,0.33611627519130705,0.2902321733534336,0.3579448670148849,0.3941294975578785,0.4062808193266392,0.4017836809158325,0.4258805371820927,0.42636031582951545,0.42997860386967657
5,2,0.1,1,0,0.1,8,1e-05,30,160,0.07,0,1.0,1,poly,5,0,0.0,470,"(1600, 1200)",3,1,leaf,105.81746792793274,0.5067386043258011,0.5170053423382341,0.5479471048340201,0.5703136267140507,0.5649507362395525,0.5780092284083367,0.5792461472563446,0.5781717165373266,0.5830989353358745,0.58124985601753
2,2,0.1,0,0,0.1,8,0.0004,50,160,0.075,0,1.0,1,onecycle,3,0,0.0001,470,"(1600, 1200)",3,1,leaf,107.83299326896667,0.5141559211537242,0.432021573279053,0.5972215749323369,0.6089490756392479,0.6282432757318019,0.6535303980112076,0.681371946632862,0.7053233623504639,0.6964980274438858,0.6988536030054092
3,1,0.1,1,1,0.1,4,1.5e-05,80,640,0.065,0,0.5,1,cosine_warm,5,0,1e-05,898,"(900, 1600)",3,0,golf,139.70221376419067,0.4501624956727028,0.5002400429919363,0.508114749379456,0.5642049595713615,0.566344077885151,0.5790331635624171,0.5895708329975605,0.5883518472313881,0.5933609731495381,0.5962939489632845
3,2,0.8,1,0,0.1,8,0.002,20,80,0.05,1,0.9,0,step,3,1,1e-05,470,"(1600, 1200)",3,1,leaf,105.8490538597107,0.30971360486000776,0.3809441375080496,0.37916943337768316,0.2933979412885265,0.4001319694914855,0.3939739825669676,0.4503858117386699,0.45337647628039124,0.46183424135670065,0.475551519729197
2,1,0.8,1,0,0.0,16,2e-05,25,640,0.09,1,0.5,0,step,5,0,0.0001,6321,"(374, 280)",1,1,fiber,107.19487643241882,0.13239560537040235,0.20199923291802407,0.22694329991936685,0.19439264237880707,0.22861759290099143,0.2222896136343479,0.2437915675342083,0.23831568136811257,0.25579765662550924,0.23972901180386544
3,1,0.1,1,0,0.1,16,0.002,100,160,0.035,0,1.0,0,cosine_warm,5,1,0.0001,633,"(464, 449)",3,3,US,136.24553871154785,0.6082529157400132,0.7262571960687637,0.7954762160778046,0.7401164412498474,0.8046168386936188,0.8198481172323226,0.7719470202922821,0.8026654750108719,0.8139236390590667,0.7803950816392898
5,1,0.8,0,0,0.0,4,0.0008,50,1000,0.03,1,0.5,0,cosine,3,0,0.0001,480,"(1080, 1920)",3,3,terrain,167.85339522361755,0.15839512648963136,0.3855083227157593,0.37158249616622924,0.38624146208167076,0.4249915525317192,0.4015736125409603,0.43348579965531825,0.46373750939965247,0.46648492068052294,0.46524760201573373
